Supplier Name,MPN,EAN,Product name,Brand,Supplier stock,Supplier Cost
Navy blue,CND-SGHS3A,5291485006853,"CANYON Gaming headset 3.5mm jack with microphone and volume control, with 2in1 3.5mm adapter, cable 2M, Black, 0.36kg",CANYON,7,17.67
Navy blue,CNE-CWC3N,5291485005566,"CANYON 720P HD webcam with USB2.0. connector, 360° rotary view scope, 1.0Mega pixels, Resolution 1280*720, cable length 1.25m, Black, 62.2x46.5x57.8mm, 0.074kg",CANYON,1,17.67
Navy blue,ADSA-M2C,,Axagon Dual NVMe Clone Master Dock SuperSpeed USB-C 10 Gbps Docking Station,AXAGON,15,82.94
Navy blue,CNE-CMSW11BL,5291485006754,"Canyon  2.4 GHz  Wireless mouse ,with 3 buttons, DPI 1200, Battery:AAA*2pcs  ,Blue67*109*38mm 0.063kg",CANYON,10,9.63
Navy blue,ADSA-D25,,Axagon USB 3.2 Gen 1 - 2x SATA 6G 2.5 HDD Clone Dual Mini Dock,AXAGON,15,16.85
Navy blue,CNE-CMSW11PW,5291485006730,"Canyon  2.4 GHz  Wireless mouse ,with 3 buttons, DPI 1200, Battery:AAA*2pcs  ,pearl white grey67*109*38mm 0.063kg",CANYON,10,9.63
Navy blue,910-007119,5099206111998,Logitech Bluetooth mouse M240 Silent - Graphite,Logitech,500,13.49
Navy blue,910-006240,5099206097216,Logitech Wireless Mouse M650 L Bolt/Bluetooth white links,Logitech,22,24.29
Navy blue,910-006239,5099206097209,Logitech Signature M650 L Optisk Trådløs Sort Grå,Logitech,26,31.71
Navy blue,910-006236,5099206097179,Logitech Signature M650 L GRAPHITE,Logitech,5,25.49
Navy blue,910-006253,5099206097223,Logitech Wireless Mouse M650 graphit retail,Logitech,500,26.67
Navy blue,910-005990,5099206092952,MOUSE USB LASER WRL MX/ANYWHERE3 910-005990 LOGITECH,Logitech,3,79.2
Navy blue,CNE-CMS10B,5291485006778,"Canyon Wired  optical mouse with 3 buttons, DPI 1000, with 1.5M USB cable, black, 65*115*40mm, 0.1kg",CANYON,15,5.62
Navy blue,910-005905,5099206091825,"Logitech M190 Full-Size Wireless Mouse dunkelgrau, USB",Logitech,100,7.51
Navy blue,ADSA-SN,,"Axagon USB3.0 - 1x SATA 6G HDD Dock Station, Black",AXAGON,11,16.07
Navy blue,ADSA-ST,8595247903082,Axagon USB3.0 - 2x SATA 6G Clone Dual HDD Dock Station,AXAGON,15,24.11
Navy blue,910-002240,5099206028869,Logitech Mouse M185 - Black/Red,Logitech,293,8.13
Navy blue,910-002239,5099206028852,Logitech Wireless Mouse M185 blue retail,Logitech,500,8.47
Navy blue,910-004642,5099206062887,Logitech Wireless Mouse M170 grey retail,Logitech,500,6.93
Navy blue,910-004424,5099206062856,Logitech Wireless Mouse M171 black retail,Logitech,500,6.91
Navy blue,910-004910,5099206066687,Logitech Wireless Mouse M330 silent plus blue retail,Logitech,78,19.92
Navy blue,910-004909,5099206066670,Logitech M330 SILENT PLUS - mouse - 2.4 GHz - black,Logitech,500,14.67
Navy blue,910-004640,5099206062863,Logitech mouse M171 - Blue black,Logitech,50,8.01
Navy blue,CNE-CMSW1O,8717371865566,"wireless mouse with 3 buttons, DPI changeable 800/1000/1200",CANYON,10,8.82
Navy blue,CNR-MSOW06B,8717371859534,"CANYON CNR-MSOW06B Black color, 3 buttons and 1 scroll wheel with 1000/1200/1600 switchable dpi plus 2 additional up/down direction buttons 2.4GHZ wireless optical mouse",CANYON,4,8.82
Navy blue,CNE-CMSW07W,5291485009557,"2.4Ghz wireless mice, 6 buttons, DPI 800/1200/1600, with 1 AA battery ,size 110*60*37mm,58g,white",CANYON,15,7.23
Navy blue,CNE-CMSW05B,5291485003692,"2.4GHz wireless Optical Mouse with 4 buttons, DPI 800/1200/1600, Black",CANYON,1,7.23
Navy blue,CNE-CMSW05G,5291485003708,"2.4Ghz wireless Optical  Mouse with 4 buttons, DPI 800/1200/1600, green",CANYON,7,7.23
Navy blue,LRG-CMT721,5291485008383,"LORGAR Voicer 721, Gaming Microphone, Black, USB condenser microphone with tripod stand and pop filter, including 1 microphone, 1 metal tripod, 1 plastic shock mount, 1 windscreen cap, 2m USB Type C cable, 1 pop filter, 1 tripod mount ring, 154.6x56.",LORGAR,15,59.48
Navy blue,CNE-CMSW11B,5291485006877,"Canyon  2.4 GHz  Wireless mouse ,with 3 buttons, DPI 1200, Battery:AAA*2pcs,Black,67*109*38mm,0.063kg",CANYON,15,9.63
Navy blue,910-002236,5099206028838,Logitech Mouse M185 - Black/Blue,Logitech,248,9.09
Navy blue,CNS-CMSW09R,5291485005733,"Canyon 2 in 1 Wireless optical mouse with 6 buttons, DPI 800/1000/1200/1500, 2 mode(BT/ 2.4GHz), Battery AA*1pcs, Red, 65.4*112.25*32.3mm, 0.092kg",CANYON,3,12.84
Navy blue,CNS-CMSW09V,5291485005726,"Canyon 2 in 1 Wireless optical mouse with 6 buttons, DPI 800/1000/1200/1500, 2 mode(BT/ 2.4GHz), Battery AA*1pcs, Violet, 65.4*112.25*32.3mm, 0.092kg",CANYON,2,12.84
Navy blue,CNS-CMSW21DG,5291485006785,Canyon Wireless Mouse MW-21  Optical/2.4 GHz/7 Keys     grey retail,CANYON,20,6.27
Navy blue,CNE-CMS1,8717371861131,"CANYON Mouse CNE-CMS1 (Wired, Optical 800 dpi, 3 btn, USB), Black",CANYON,2,4.41
Navy blue,CNE-CMSW1G,8717371865580,"wireless mouse with 3 buttons, DPI changeable 800/1000/1200",CANYON,15,8.82
Navy blue,CNE-CMSW1GR,8717371865597,"wireless mouse with 3 buttons, DPI changeable 800/1000/1200",CANYON,5,8.82
Navy blue,910-002235,5099206027275,Logitech Mouse M185 - Grey,Logitech,500,7.59
Navy blue,910-002238,5099206027282,Logitech Wireless Mouse M185 swift grey retail,Logitech,500,7.57
Navy blue,STND-M,8595247906687,Axagon STND-M PHONE / TABLET STANDAluminum stand for 4“ – 10.5“ phones and tablets. Five adjustable positions.,AXAGON,15,10.76
Navy blue,STND-L,8595247906670,Axagon STND-L NOTEBOOK STANDAluminum stand for 10“ – 16“ notebooks. Four adjustable positions.,AXAGON,15,17.11
Navy blue,SDSSDE81-4T00-G25,619659184735,SanDisk Extreme PRO Portable SSD 4TB,SanDisk,17,298.48
Navy blue,WDBAGF5000ABL-WESN,619659185657,"SanDisk WD My Passport External 500GB USB 3.2, Midnight Blue, 1050MB/s Read, 1000MB/s Write, PC & Mac Compatible",SanDisk,3,91.61
Navy blue,WDBAGF0010BBL-WESN,619659183967,"SanDisk My Passport External 1TB USB 3.2 SSD, Midnight Blue, 1050MB/s Read, 1000MB/s Write, PC & Mac Compatible",SanDisk,13,110.32
Navy blue,WDBAGF5000AGY-WESN,619659184063,Western Digital My Passport SSD 500GB Space Gray Supports USB 3.2 Gen 2,SanDisk,10,77.22
Navy blue,SDSSDE81-1T00-G25,619659181284,SanDisk Extreme PRO Portable SSD 1TB,SanDisk,6,112.77
Navy blue,MU-PC2T0T/WW,8806090312380,Samsung Portable T7 2TB SSD Gray Retail,Samsung,53,130.83
Navy blue,SDSSDE30-2T00-G26,619659204853,SanDisk Portable 2TB External SSD,SanDisk,17,102.79
Navy blue,SDSSDE61-4T00-G25,619659184704,SanDisk Extreme Portable SSD 4TB,SanDisk,65,244.08
Navy blue,SDSSDE30-1T00-G26,619659204877,SanDisk Portable SSD 1TB,SanDisk,100,68.5
Navy blue,CND-GTWS2O,5291485010362,CANYON headset Doublebee GTWS-2 Gaming Orange,CANYON,11,21.69
Navy blue,CND-GTWS2B,5291485010355,CANYON headset Doublebee GTWS-2 Gaming Black,CANYON,7,21.69
Navy blue,CND-GTWS2Y,5291485010690,Canyon Gaming Headset GTWS-2  In-Ear/BT/Stereo/Touch  yellow retail,CANYON,2,17.28
Navy blue,CNS-CBTHS3DG,5291485009700,Canyon Bluetooth Headset BTHS-3  On-Ear/Stereo/BT5.1   black retail,CANYON,31,14.95
Navy blue,CNS-TWS5W,5291485009120,"Canyon TWS-5 Bluetooth headset, with microphone, BT V5.3 JL 6983D4, Frequence Response:20Hz-20kHz, battery EarBud 40mAh*2+Charging Case 500mAh, type-C cable length 0.24m, size: 58.5*52.91*25.5mm, 0.036kg, White",CANYON,3,16.86
Navy blue,CNS-TWS5PU,5291485009137,"Canyon TWS-5 Bluetooth headset, with microphone, BT V5.3 JL 6983D4, Frequence Response:20Hz-20kHz, battery EarBud 40mAh*2+Charging Case 500mAh, type-C cable length 0.24m, size: 58.5*52.91*25.5mm, 0.036kg, Purple",CANYON,3,16.86
Navy blue,SDSSDE61-2T00-G25,619659184674,SanDisk Extreme Portable SSD 2TB,SanDisk,13,132.4
Navy blue,SDSSDE61-1T00-G25,619659182557,SanDisk Extreme Portable SSD 1TB,SanDisk,19,89.09
Navy blue,SDSSDE61-500G-G25,619659182588,SanDisk Extreme Portable 500GB USB3.2 SSD,SanDisk,81,76.68
Navy blue,LD4AS032G-B3200GSST,843367123780,S/O 32GB DDR4 PC 3200 Lexar LD4AS032G-B3200GSST,LEXAR,100,42.36
Navy blue,910-003360,5099206041288,Logitech Optical USB Mouse B100 white,Logitech,100,4.1
Navy blue,EEM2-SG2,,Axagon USB-C 3.2 Gen 2 M.2 NVMe / SATA 30-80mm ALU enclosure,AXAGON,15,18.79
Navy blue,EE25-SLC,,Axagon USB-C 3.2 Gen1 - SATA 6G 2.5 SLIDE box black,AXAGON,12,7.52
Navy blue,EE25-SL,,"Axagon USB-A 3.2 Gen1 to SATA 6G 2.5 Slide Box, Black",AXAGON,15,6.09
Navy blue,LD4AS008G-B3200GSST,843367123766,S/O 8GB DDR4 PC 3200 Lexar LD4AS008G-B3200GSST,LEXAR,49,11.08
Navy blue,EEM2-GTR,,Axagon External THIN RIB Box for NVMe M.2 SSD with USB 3.2 Gen 2 Interface,AXAGON,10,17.5
Navy blue,RHD-125B,8595247905482,"Axagon HDD Reduction for 1x 2.5 into 3.5 Position, Black",AXAGON,2,2.59
Navy blue,ADSA-1S6,8595247903075,Axagon USB3.0 to SATA 6G UASP HDD External Adapter Including Case,AXAGON,3,7.13
Navy blue,ADSA-1S,8595247902566,Axagon USB2.0 to SATA HDD External Adapter Including 2.5 Case,AXAGON,5,5.57
Navy blue,CT16G4SFRA32A,649528903600,S/O 16GB DDR4 PC 3200 Crucial CT16G4SFRA32A  1x16GB retail,Crucial,100,21.6
Navy blue,PCEM2-1U,8595247904324,"Axagon PCI-E 3.0 16x M.2 NVMe Adapter, up to 80mm, Low Profile 1U",AXAGON,3,6.61
Navy blue,CT8G4SFRA32A,649528903525,Crucial 8GB DDR4-3200 SODIMM CL22 (8Gbit/16Gbit),Crucial,15,11.42
Navy blue,EE35-GTR,,"Axagon USB-C 3.2 Gen 1 - SATA 6G, 3.5 External Ribbed Box, Black",AXAGON,3,20.35
Navy blue,EE25-GTR,,"Axagon USB-C 3.2 Gen 2 - SATA 6G, 2.5 External Ribbed Box Black",AXAGON,15,11.15
Navy blue,EEM2-SA,8595247906489,Axagon USB micro-B 3.2 Gen 1 - M.2 SATA SSD 30-80mm screwless ribbed box,AXAGON,5,9.59
Navy blue,EE35-XA3,8595247902863,Axagon USB3.0 - SATA 3.5 External ALINE Box,AXAGON,15,15.68
Navy blue,IT-GD-35612,4260133125674,"INTER-TECH Veloce Drive Cabinet (3.5 HDD, SATA/SATA II, USB3.0) Black",Inter-Tech,3,15.41
Navy blue,EE25-A6M,,Axagon USB3.0 - SATA 6G 2.5 External Screwless Alu Raw Box Black,AXAGON,2,6.48
Navy blue,EE25-A6C,,Axagon USB-C 3.2 Gen 1 to SATA 6G 2.5 Screwless Aluminium External Enclosure - Black,AXAGON,15,8.16
Navy blue,ELC-LMF240T-ARGB,4713157727824,Enermax Liquid CPU Cooler LIQMAXFLO 240mm RGB AM5/LGA1700,Enermax,31,50.98
Navy blue,ELC-LMF120-SF,4713157727206,Enermax Liquid CPU Cooler LIQMAXFLO SR 120mm AM4/AM5/LGA1700,Enermax,18,37.93
Navy blue,ELC-LMF360-SF,4713157727190,Enermax Liquid CPU Cooler LIQMAXFLO SR 360mm AM4/AM5/LGA1700,Enermax,13,55.12
Navy blue,CRE-SMPA,8595247907844,Axagon Foldable pocket USB-A contact Smart / ID card reader.,AXAGON,15,7.78
Navy blue,CRE-SMPC,8595247907851,Foldable pocket USB-C contact Smart / ID card reader.,AXAGON,15,7.78
Navy blue,BW018,4260052190708,be quiet! WAK PURE LOOP 2 280mm All-in-One Wasserkühlung,be quiet!,8,88.79
Navy blue,LC123C,4977766713900,Brother LC123C - High Yield - cyan - original - ink cartridge,Brother,75,12.09
Navy blue,LC123Y,4977766713924,Tinte Brother LC-123Y yellow,Brother,58,12.1
Navy blue,910-003357,5099206041271,Logitech Mouse B100 - Black,Logitech,500,3.62
Navy blue,CF361X,888793237618,Toner HP 508X / CF361X Cyan,Hewlett-Packard,14,301.86
Navy blue,DK11201,4977766628112,Brother Etiketten DK-11201 für Brother QL500/550/650TD/1050,Brother,3,6.97
Navy blue,4540B001,4960999670027,Canon ink cartridge CLI-526BK - Black,Canon,52,11.03
Navy blue,2659B002,4960999628547,Canon 718 Yellow Gul 2900 sider Toner 2659B002,Canon,10,86.71
Navy blue,2660B002,4960999628578,Canon toner cartridge 718 Magenta - Magenta,Canon,6,66.75
Navy blue,CB319EE,883585705399,HP 364 - dye-based magenta - original - ink cartridge,Hewlett-Packard,70,12.16
Navy blue,54351,4043619543519,DeLOCK SATA Flash Module Vertical 2GB SATA-300,Delock,11,50.52
Navy blue,67140,4040849671401,goobay SATELLITE FINDER digital LCD Satellit signalmåler,Goobay,11,11.44
Navy blue,LC223BK,4977766735896,Tinte Brother LC-223BK Black,Brother,10,17.39
Navy blue,LC223M,4977766735919,Patrone Brother LC-223M  MFC-J4420DW/J4620DW,Brother,15,11.34
Navy blue,LC227XLBK,4977766735940,Patrone Brother LC-227XLBK MFC-J4420DW/J4620DW,Brother,4,24.29
Navy blue,LC225XLY,4977766735971,Patrone Brother LC-225XLY  MFC-J4420DW/J4620DW,Brother,12,15.1
Navy blue,CF360X,888793237601,HP 508X - High Yield - black - original - LaserJet - toner cartridge (CF360X),Hewlett-Packard,3,219.88
Navy blue,CF363X,888793237632,Toner HP 508X / CF363X Magenta,Hewlett-Packard,7,305.42
Navy blue,93377,4040849502323,Goobay USB 2.0 A/A 5 meter,Kabler/Tilbehør,50,0.43
Navy blue,3812450,4034303017546,"Intenso SSD 512GB TOP SATA3 2,5 intern",Intenso,100,23.77
Navy blue,0318C001,4549292032826,Patrone Canon PGI-570PGBK XL   black,Canon,96,14.03
Navy blue,51881,4040849518812,"Goobay DVI-D > HDMI 1,5m Black",Goobay,25,3.19
Navy blue,11841,4051366118416,Goobay WE 1134 F-stik(hun) til F-stik(hun),Goobay,10,0.58
Navy blue,CMK16GX4M2B3200C16,843591070454,CORSAIR Vengeance LPX - 16 GB (2 x 8 GB) - DDR4 3200 UDIMM CL16,Corsair,139,30.84
Navy blue,TN3430,4977766755641,Toner Brother TN-3430 HL-L6250DN/L6300DW/L6400DW/L6400DWTT,Brother,6,66.82
Navy blue,Edifier_Spinnaker_Remote,,Edifier Spinnaker Remote [Remote control only],Edifier,1,4.2
Navy blue,PAPIRA4-80,3141728704706,A4 Papir 80g (500 ark.),Diverse,50,5.65
Navy blue,F6U13AE,725184104008,HP 953      Magenta             Tintenpatrone 9ml,Hewlett-Packard,7,21.51
Navy blue,runsmall,,run T-shirt - small,,50,8.54
Navy blue,runmedium,,run T-shirt - medium,,41,8.54
Navy blue,runlarge,,run T-shirt - large,,50,8.54
Navy blue,LC3217M,4977766762137,Tinte Brother LC-3217M Magenta,Brother,12,11.02
Navy blue,LC3217Y,4977766762144,Tinte Brother LC-3217Y Yellow,Brother,13,11.02
Navy blue,LC3219XLBK,4977766762175,Brother LC 3219XLBK Sort 3000 sider Blæk,Brother,20,28.8
Navy blue,LC3219XLC,4977766762199,Patrone Brother LC-3219XLC  MFC-J6930DW,Brother,11,19.44
Navy blue,LC3219XLVALDR,4977766767026,Patrone Brother LC-3219XLVALDR  MFC-J6930DW,Brother,18,84.62
Navy blue,1998C001,4549292086874,Canon ink tank CLI-581BK XXL - Black,Canon,35,17.45
Navy blue,2052C001,4549292086997,Canon ink tank CLI-581BK XL - Black,Canon,2,12.34
Navy blue,2053C001,4549292087055,Canon ink tank CLI-581PB XL - Photo blue,Canon,4,12.38
Navy blue,LC3211BK,4977766775748,Brother LC3211BK - black - original - ink cartridge,Brother,72,10.28
Navy blue,LC3213BK,4977766762250,Tinte Brother LC-3213BK Black,Brother,6,13.39
Navy blue,DCSkrus1stk,,Krus 1 stk,,50,1.31
Navy blue,910-005448,5099206081901,Logitech Wireless Mouse MX Vertical ergonomisch black,Logitech,500,52.81
Navy blue,NG Guardian Red,5711802756884,Nordic Gaming Guardian Stolemåtte Sort,Nordic,50,21
Navy blue,NG Guardian Gold,5711802756860,Nordic Gaming Guardian Stolemåtte Sort,Nordic,32,21
Navy blue,3019C002,4549292124804,Toner Canon 055H C           cyan               5900 Seiten,Canon,1,133.41
Navy blue,3027C002,4549292124545,Toner Canon 054H C           cyan               2300 Seiten,Canon,1,68.57
Navy blue,C13T03U34010,8715946666778,Patrone Epson 603 magenta                              T03U3,Epson,25,7.04
Navy blue,3730C001,4549292145014,Canon ink cartridge CL-561XL - Color (Cyan / Magenta / Yellow),Canon,176,19.9
Navy blue,Con4memory,,Betjenings knap med 4 hukommelse,Nordic,2,4.2
Navy blue,CONSIM,,Betjenings knap op og ned,Nordic,50,7.1
Navy blue,LEG3BLACK,,"Haeve- saenkeben loes reservedel, 3 leddet sort",Nordic,3,43.29
Navy blue,LEG2BLACK,,"Haeve- saenkeben loes reservedel, 2 leddet sort",Nordic,1,36.05
Navy blue,Integreret bundkort,,Integreret bundkort,Direct Computer Supplies,50,0.14
Navy blue,Integreret CPU,,Integreret Bundkort,Direct Computer Supplies,50,0.14
Navy blue,11489,4040849114892,goobay 1x AA (Mignon) - batteriholder,Goobay,4,0.72
Navy blue,960-001360,97855162045,Logitech Webcam C920e,Logitech,500,43.71
Navy blue,90050,5060146594318,Luckies Skrabekort Verdenskort Scratch Map Typogeography,,15,1.59
Navy blue,ACFAN00200A,4895213702966,Arctic F12 PWM PST 120 mm Kabinetblæser Sort,ARCTIC,50,3.77
Navy blue,185H136401,5032658090763,Kodak 364 (CB316EE) Sort 10 ml - HP (kompatibel),Kodak,11,3.33
Navy blue,DK99004,,Generic SSD/Ram Upgrade,,50,21.57
Navy blue,185B098101,5032658106631,Kodak (LC980BK) Sort 9 ml - Brother (kompatibel),Kodak,2,3.77
Navy blue,185C052001,5032658104941,Kodak HC (PGI-520BK) Sort 19 ml - Canon (kompatibel),Kodak,1,2.03
Navy blue,185E002901,5032658095355,Kodak no.29Sort 12 ml - HP (kompatibel),Kodak,18,4.49
Navy blue,LC426C,4977766811477,Patrone Brother LC-426C MFC-J4340DW/-J4540DW/-J4540DWXL,Brother,3,15.75
Navy blue,DK1981184,,Online PC bestilling,,50,1418.71
Navy blue,LC424VAL,4977766813099,"Brother ink cartridges multipack LC-424VAL - pack of 4 - black, cyan, magenta, yellow",Brother,77,50.62
Navy blue,LC422BK,4977766815543,Patrone Brother LC-422BK,Brother,3,17.09
Navy blue,LC422XLY,4977766815611,Patrone Brother LC-422XLY,Brother,10,22.5
Navy blue,ADR-210,,"Active extension USB 2.0 A-M> A-F cable, 10 m long. Power supply option.",AXAGON,2,9.85
Navy blue,J8H61A#B19,725184117596,HP LaserJet Pro M501dn Laser,Hewlett-Packard,35,296.61
Navy blue,CM8070804494617,675901923842,CPU Intel Xeon E-2388G/3.2 GHz/16MB/UP/LGA1200/Tray,Intel,48,663.12
Navy blue,VCNRTX4500ADA-SB,3536403396480,VGA PNY Quadro RTX 4500 ADA 24GB Smallbox (VCNRTX4500ADA-SB),PNY,3,2111.26
Navy blue,60800D10,4011880176019,LOEWE Floor Stand Flex,LOEWE,1,436.32
Navy blue,M393A8G40AB2-CWE,759170864829,"Samsung DRAM 64GB DDR4 RDIMM 3200MHz, 1.2V, (4Gx4)x36, 2R x 4",Samsung,4,149.66
Navy blue,M321R8GA0BB0-CQK,4262401062599,SAMSUNG 64GB DDR5 4800Mhz ECC RDIMM,Samsung,15,275.72
Navy blue,M321R4GA3BB6-CQK,,SAMSUNG 32GB DDR5 4800Mhz ECC RDIMM,Samsung,15,135.49
Navy blue,910-004287,5099206052581,Logitech Wireless Mouse M280 black retail,Logitech,166,15.89
Navy blue,3030230,4039407077717,TERRA LCD/LED 2727W HA V2 black HDMI/DP/USB-C GREENLINE PLUS,,100,117.72
Navy blue,ADE-ARC,,AXAGON ADE-ARC USB-C 3.2 Gen 1 - Gigabit Ethernet 10/100/1000 Adapter,AXAGON,13,9.2
Navy blue,ADE-AR,8595247907929,"AXAGON ADE-AR USB-A 3.2 Gen 1 - Gigabit Ethernet adapter, Realtek 8153, auto inst",AXAGON,13,8.55
Navy blue,HMC-5HL,8595247907516,"AXAGON HMC-5HL USB 5Gbps hub, 2x USB-A, HDMI 4k/60Hz, RJ-45, PD 100W, 20c",AXAGON,2,25.92
Navy blue,CGR-ARX-BLB,4710483775321,"COUGAR HOTROD Gaming chair, Black",COUGAR GAMING,3,245.89
Navy blue,CGR-ARX,4710483775314,"COUGAR HOTROD Gaming chair, Black Orange",COUGAR GAMING,7,245.89
Navy blue,CGR-ARX-GLB,4710483775338,COUGAR HOTROD ROYAL Gaming chair,COUGAR GAMING,8,296.77
Navy blue,VCNRTX4500ADA-PB,3536403397227,PNY Quadro RTX 4500 ADA           24GB GDDR6 4xDP,PNY,1,2300.28
Navy blue,HMC-6GM2,8595247907462,"Axagon Multi port USB-C 10Gbps hub. NVMe/SATA M.2, HDMI, card reader and Power Delivery. Cable USB-C 20 cm.",AXAGON,3,57.41
Navy blue,HMC-12GM2,8595247907783,"AXAGON Multiport USB-C 10Gbps hub. NVMe/SATA M.2, HDMI and DisplayPort. Cable USB-C 50 cm.",AXAGON,5,87.48
Navy blue,HUE-C1A,,"AXAGON HUE-C1A 4x USB3.2 Gen 1 Travel hub, USB-C power IN, w. 20cm Type-A cable",AXAGON,15,6.48
Navy blue,HUE-C1C,,"AXAGON HUE-C1C 4x USB3.2 Gen 1 Travel hub, USB-C power IN, w. 20cm Type-C cable",AXAGON,15,7
Navy blue,ADSA-FP2C,,"AXAGON ADSA-FP2C USB-C 3.2 Gen1 - SATA 6G 2.5"" HDD/SSD FASTPort2 Adapter",AXAGON,3,7.26
Navy blue,BASIC-22T,5999862053215,"Slim design: provides a small distance to the wallConvenient design for quick and easy installationFixing screws: hold the TV securelyCompact packaging. 23-43"". 45kg max.",KIVI,15,13.82
Navy blue,BASIC-44T,5999862053239,"Slim design: provides a small distance to the wallConvenient design for quick and easy installationFixing screws: hold the TV securelyCompact packaging. 32-70"". 45kg max.",KIVI,15,22.9
Navy blue,ZT-71115-20L,4895173605352,VGA ZOTAC GeForce® GT730 4GB ZONE Edition,Zotac,24,80.22
Navy blue,ZT-A30500K-10M,4895173626524,VGA ZOTAC GeForce® RTX 3050 8GB ECO,Zotac,1,204.51
Navy blue,ZT-D40600Q-10M,4895173627187,VGA ZOTAC GeForce® RTX 4060 8GB Twin Edge OC White Edition,Zotac,100,288.64
Navy blue,910-007015,5099206110427,Logitech Wireless Mouse M350s graphit retail,Logitech,47,15.57
Navy blue,BX8071514100,5032037279079,Intel Core i3-14100 - 4x - 3.5 GHz - LGA1700 Socket,Intel,32,107.5
Navy blue,BX8071514400,5032037279130,Core i5-14400 2.50/20.00MB/LGA1700,Intel,5,151.09
Navy blue,BX8071514400F,5032037279147,Core i5-14400F 2.50/20.00MB/LGA1700,Intel,17,120.42
Navy blue,BX8071514500,5032037279178,"Intel Box Core i5 Prozessor i5-14500 5,00GHz 24M Raptor Lake-S",Intel,100,227.85
Navy blue,BX8071514700,5032037279239,"Intel Core i7 14700   LGA1700 28MB Cache 5,4GHz retail",Intel,5,309.04
Navy blue,BX8071514700F,5032037279246,"Intel Box Core i7 Prozessor i7-14700F 5,40GHz 33M Raptor Lake-S",Intel,100,290.27
Navy blue,CM8071505092207,srmx2,"Intel Tray Core i3 Prozessor i3-14100F 4,70GHz 12M Raptor Lake-S",Intel,99,66.11
Navy blue,CM8071505093104,srn3t,"Intel Core i5 14500   LGA1700 33MB Cache 5,0GHz tray",Intel,10,205.96
Navy blue,CM8071504820816,srn3z,"Intel Tray Core i7 Prozessor i7-14700F 5,40GHz 33M Raptor Lake-S",Intel,100,283.22
Navy blue,CM8071504820610,srn3w,"Intel Tray Core i9 Prozessor i9-14900F 5,80GHz 36M Raptor Lake-S",Intel,39,486.21
Navy blue,VCNRTX6000ADA-SB,3536403392680,VGA PNY Quadro RTX 6000 ADA 48GB Smallbox (VCNRTX6000ADA-SB),PNY,3,6675.96
Navy blue,A9654881,5397063904655,Dell 8GB DDR4-2400 UDIMM 1Rx8,DELL,3,140.08
Navy blue,AA101752,5397184090565,Dell 8GB DDR4-2666 UDIMM 1Rx8,DELL,35,63.3
Navy blue,AA937595,5397184377901,Dell 8GB DDR4-3200 SODIMM 1Rx8,DELL,52,57.9
Navy blue,AB120718,5397184456712,Dell RAM - 8 GB - DDR4 3200 UDIMM CL24,DELL,14,54.4
Navy blue,AB371019,5397184525630,Dell - DDR4 - module - 16 GB - DIMM 288-pin - 3200 MHz / PC4-25600 - unbuffered,DELL,4,108.5
Navy blue,AB120719,5397184456729,Dell Memory Upgrade - 32GB - 2RX8 DDR4 UDIMM 3200MHz,DELL,8,187.16
Navy blue,AB489613,5397184525876,Dell - DDR4 - module - 8 GB - SO-DIMM 260-pin - 3200 MHz / PC4-25600 - unbuffered,DELL,8,87.96
Navy blue,AB489614,5397184525883,Dell Memory Upgrade - 16GB - 2RX8 DDR4 SODIMM 3200MHz ECC,DELL,2,184.25
Navy blue,AB949334,5397184718797,Dell - DDR5 - module - 16 GB - SO-DIMM 262-pin - 4800 MHz / PC5-38400 - unbuffered,DELL,10,110.34
Navy blue,AB883073,5397184688144,Dell RAM AB883073 - 8 GB - DDR5 4800 UDIMM CL40,DELL,14,56.12
Navy blue,DELL-E2223HV,5397184656839,Dell 22 Monitor E2223HV 21.5 16:9  Schwarz 3Y,DELL,12,110.92
Navy blue,DELL-P2423D,5397184567968,Dell 24 Monitor - P2423D - 60.5cm (23.8 ) 3Y,DELL,49,182.84
Navy blue,DELL-P2723QE,5397184656808,Dell 27 Monitor - P2723QE 4K USB-C Hub - 68.6cm(27”)  3Y,DELL,8,339.88
Navy blue,DELL-U4924DW,5397184657133,"Dell 124.5cm (49"")  U4924DW 2xHDMI+DP+USB-C IPS blk Curved (Speditionsversand)",DELL,33,1172.15
Navy blue,DELL-U2424H,5397184821381,Dell UltraSharp 24 Monitor - U2424H 60.47cm (23.8),DELL,26,184.68
Navy blue,DELL-U2424HE,5397184821428,"Dell 60.5cm (23,8"") U2424HE 16:9  HDMI+DP+USB-C IPS",DELL,6,218.17
Navy blue,DELL-P2424HEB,5397184657041,"Dell 61.0cm (24"")   P2424HEB 16:9  HDMI+DP+USB-C IPS",DELL,6,267.52
Navy blue,P1079903-021,4054842100509,Zebra Upgrade Kit Cutter,Zebra,1,110.16
Navy blue,910-006477,5099206099906,Logitech LIFT for Mac,Logitech,19,49.68
Navy blue,WDBA2D0020BBL-WESN,718037869902,WD My Passport for Mac Midnight 2TB blue,Western Digital,5,79.92
Navy blue,981-000870,5099206090347,Logitech Zone Wired Teams - GRAPHITE,Logitech,100,78.3
Navy blue,952-000058,97855168818,Logitech Rally Bar Fernbedienung Off-White,Logitech,1,91.58
Navy blue,952-000116,97855171146,Logitech POLARIZER für Scribe,Logitech,1,244.3
